Budget,Certificate,Country,Director,Genre,Gross,IMDb_Rating,IMDb_Votes,Language,Production_Co,Release_Date,Runtime,Star,Title
45000000,                    R,USA,Phillip Noyce,Action,94700000,6.9,93328,English, Mace Neufeld Productions,5 June 1992 (USA),117 min,Harrison Ford,Patriot Games (1992) 
55000000,                    PG-13,USA,Robert Zemeckis,Comedy,149000000,6.5,93314,English, Universal Pictures,31 July 1992 (USA),104 min,Meryl Streep,Death Becomes Her (1992) 
12500000,                    R,USA,James Foley,Crime,0,7.8,88105,English, New Line Cinema,2 October 1992 (USA),100 min,Al Pacino,Glengarry Glen Ross (1992) 
3000000,                    R,New Zealand,Peter Jackson,Comedy,0,7.5,86084,English, WingNut Films,12 February 1993 (USA),104 min,Timothy Balme,Dead Alive (1992) 
40000000,                    PG,USA,Penny Marshall,Comedy,132440069,7.2,83594,English, Columbia Pictures,1 July 1992 (USA),128 min,Tom Hanks,A League of Their Own (1992) 
31000000,                    PG,USA,Emile Ardolino,Comedy,231600000,6.3,78150,English, Touchstone Pictures,29 May 1992 (USA),100 min,Whoopi Goldberg,Sister Act (1992) 
23000000,                    R,USA,Roland Emmerich,Action,101999898,6,77047,English, StudioCanal,10 July 1992 (USA),102 min,Jean-Claude Van Damme,Universal Soldier (1992) 
10000000,                    R,USA,David Lynch,Drama,0,7.2,75862,English, New Line Cinema,28 August 1992 (USA),134 min,Sheryl Lee,Twin Peaks: Fire Walk with Me (1992) 
33000000,                    PG-13,USA,Spike Lee,Biography,0,7.7,75155,English, Largo International N.V.,18 November 1992 (USA),202 min,Denzel Washington,Malcolm X (1992) 
35000000,                    R,France,Andrew Davis,Action,156400000,6.5,70223,English, Warner Bros.,9 October 1992 (USA),103 min,Steven Seagal,Under Siege (1992) 
0,                    R,USA,Ron Shelton,Comedy,90753806,6.7,68499,English, Twentieth Century Fox,27 March 1992 (USA),115 min,Wesley Snipes,White Men Can't Jump (1992) 
0,                    PG,Japan,Hayao Miyazaki,Animation,0,7.8,60872,Japanese, Japan Airlines (JAL),16 December 1994 (USA),94 min,Shûichirô Moriyama,Porco Rosso (1992) 
0,                    PG,USA,Brian Levant,Comedy,147214049,5.6,59440,English, Universal Pictures,3 April 1992 (USA),87 min,Charles Grodin,Beethoven (1992) 
7000,                    R,Mexico,Robert Rodriguez,Action,2041928,6.9,58738,Spanish, Columbia Pictures,26 February 1993 (USA),81 min,Carlos Gallardo,El Mariachi (1992) 
6000000,                    R,USA,Bernard Rose,Horror,0,6.6,58501,English, Candyman Films,16 October 1992 (USA),99 min,Virginia Madsen,Candyman (1992) 
60000000,                    PG-13,USA,Ron Howard,Adventure,137783840,6.6,54554,English, Imagine Films Entertainment,22 May 1992 (USA),140 min,Tom Cruise,Far and Away (1992) 
10000000,                    PG,USA,Stephen Herek,Comedy,0,6.5,52603,English, Avnet/Kerner Productions,2 October 1992 (USA),100 min,Emilio Estevez,The Mighty Ducks (1992) 
31000000,                    PG-13,UK,Richard Attenborough,Biography,0,7.6,49194,English, Carolco Pictures,8 January 1993 (USA),143 min,Robert Downey Jr.,Chaplin (1992) 
8000000,                    R,USA,Robert Altman,Comedy,28876701,7.6,49124,English, Avenue Pictures,8 May 1992 (USA),124 min,Tim Robbins,The Player (1992) 
35000000,                    PG-13,USA,Phil Alden Robinson,Comedy,105233000,7.1,48873,English, Universal Pictures,11 September 1992 (USA),126 min,Robert Redford,Sneakers (1992) 
12000000,                    PG,USA,Robert Redford,Drama,0,7.3,48668,English, Allied Filmmakers,30 October 1992 (USA),123 min,Craig Sheffer,A River Runs Through It (1992) 
0,                    R,UK,Neil Jordan,Crime,0,7.3,47066,English, Palace Pictures,19 February 1993 (USA),112 min,Stephen Rea,The Crying Game (1992) 
4500000,                    R,Hong Kong,John Woo,Action,0,7.9,43291,Cantonese, Golden Princess Film Production Limited,16 April 1992 (Hong Kong),128 min,Yun-Fat Chow,Hard Boiled (1992) 
12000000,                    G,USA,Brian Henson,Comedy,0,7.7,42581,English, Walt Disney Pictures,11 December 1992 (USA),85 min,Michael Caine,The Muppet Christmas Carol (1992) 
15000000,                    R,USA,Kevin Hooks,Action,0,5.9,41865,English, Warner Bros.,6 November 1992 (USA),84 min,Wesley Snipes,Passenger 57 (1992) 
0,                    PG,USA,Steve Miner,Drama,72000000,6.3,41375,English, Warner Bros.,16 December 1992 (USA),102 min,Mel Gibson,Forever Young (1992) 
40000000,                    PG,USA,Randal Kleiser,Adventure,76000000,4.8,37265,English, Touchwood Pacific Partners 1,17 July 1992 (USA),89 min,Rick Moranis,"Honey, I Blew Up the Kid (1992) "
0,                    PG-13,USA,Gary Sinise,Drama,0,7.5,37033,English, Metro-Goldwyn-Mayer (MGM),2 October 1992 (USA),115 min,John Malkovich,Of Mice and Men (1992) 
7000000,                    PG-13,USA,Fran Rubel Kuzui,Action,0,5.6,36825,English, Twentieth Century Fox,31 July 1992 (USA),86 min,Kristy Swanson,Buffy the Vampire Slayer (1992) 
45000000,                    PG-13,USA,Roger Spottiswoode,Action,70611210,4.2,35732,English, Northern Lights Entertainment,21 February 1992 (USA),87 min,Sylvester Stallone,Stop! Or My Mom Will Shoot (1992) 
0,                    R,Australia,Geoffrey Wright,Crime,0,6.8,35304,English, Film Victoria,12 November 1992 (Australia),94 min,Russell Crowe,Romper Stomper (1992) 
11700000,                    R,USA,Curtis Hanson,Drama,0,6.6,34507,English, Hollywood Pictures,10 January 1992 (USA),110 min,Annabella Sciorra,The Hand That Rocks the Cradle (1992) 
7000000,                    PG,USA,Les Mayfield,Comedy,0,5.7,34343,English, Encino Man Productions,22 May 1992 (USA),88 min,Sean Astin,Encino Man (1992) 
1000000,                    NC-17,USA,Abel Ferrara,Crime,2527895,7.1,34319,English, Bad Lt. Productions,17 December 1992 (Argentina),96 min,Harvey Keitel,Bad Lieutenant (1992) 
22000000,                    R,USA,Steven Spielberg,Biography,221000000,8.9,1072633,English, Universal Pictures,4 February 1994 (USA),195 min,Liam Neeson,Schindler's List (1993) 
63000000,                    PG-13,USA,Steven Spielberg,Adventure,1029153882,8.1,774138,English, Universal Pictures,11 June 1993 (USA),127 min,Sam Neill,Jurassic Park (1993) 
14600000,                    PG,USA,Harold Ramis,Comedy,0,8,536347,English, Columbia Pictures,12 February 1993 (USA),101 min,Bill Murray,Groundhog Day (1993) 
18000000,                    PG,USA,Henry Selick,Animation,0,8,266499,English, Touchstone Pictures,29 October 1993 (USA),76 min,Danny Elfman,The Nightmare Before Christmas (1993) 
44000000,                    PG-13,USA,Andrew Davis,Action,368875760,7.8,243256,English, Warner Bros.,6 August 1993 (USA),130 min,Harrison Ford,The Fugitive (1993) 
25000000,                    PG-13,USA,Chris Columbus,Comedy,441286195,7,217826,English, Twentieth Century Fox,24 November 1993 (USA),125 min,Robin Williams,Mrs. Doubtfire (1993) 
26000000,                    PG-13,USA,Jonathan Demme,Drama,206678440,7.7,204916,English, TriStar Pictures,14 January 1994 (USA),125 min,Tom Hanks,Philadelphia (1993) 
11000000,                    PG-13,USA,Lasse Hallström,Drama,0,7.8,195996,English, Paramount Pictures,4 March 1994 (USA),118 min,Johnny Depp,What's Eating Gilbert Grape (1993) 
13000000,                    R,USA,Tony Scott,Crime,0,7.9,187078,English, Morgan Creek Entertainment,10 September 1993 (USA),119 min,Christian Slater,True Romance (1993) 
30000000,                    R,USA,Brian De Palma,Crime,63848322,7.9,184317,English, Universal Pictures,12 November 1993 (USA),144 min,Al Pacino,Carlito's Way (1993) 
25000000,                    R,France,Joel Schumacher,Crime,0,7.6,154617,English, Alcor Films,26 February 1993 (USA),113 min,Michael Douglas,Falling Down (1993) 
6900000,                    R,USA,Richard Linklater,Comedy,0,7.7,145708,English, Gramercy Pictures (I),10 February 1994 (Argentina),102 min,Jason London,Dazed and Confused (1993) 
57000000,                    R,USA,Marco Brambilla,Action,159055768,6.6,144236,English, Warner Bros.,8 October 1993 (USA),115 min,Sylvester Stallone,Demolition Man (1993) 
21000000,                    PG,USA,Nora Ephron,Comedy,101200000,6.8,143698,English, TriStar Pictures,25 June 1993 (USA),105 min,Tom Hanks,Sleepless in Seattle (1993) 
13000000,                    R,Ireland,Jim Sheridan,Biography,40700000,8.1,139951,English, Hell's Kitchen Films,25 February 1994 (USA),133 min,Daniel Day-Lewis,In the Name of the Father (1993) 
85000000,                    PG-13,USA,John McTiernan,Action,137298489,6.3,124007,English, Columbia Pictures,18 June 1993 (USA),130 min,Arnold Schwarzenegger,Last Action Hero (1993) 
22000000,                    R,USA,Robert De Niro,Crime,0,7.8,115284,English, Price Entertainment,1 October 1993 (USA),121 min,Robert De Niro,A Bronx Tale (1993) 
25000000,                    R,USA,George P. Cosmatos,Action,0,7.8,113909,English, Hollywood Pictures,25 December 1993 (USA),130 min,Kurt Russell,Tombstone (1993) 
70000000,                    R,USA,Renny Harlin,Action,171000000,6.4,110502,English, Carolco Pictures,28 May 1993 (USA),113 min,Sylvester Stallone,Cliffhanger (1993) 
20000000,                    PG-13,France,Mel Brooks,Adventure,0,6.7,106214,English, Brooksfilms,28 July 1993 (USA),104 min,Cary Elwes,Robin Hood: Men in Tights (1993) 
42000000,                    R,USA,Sydney Pollack,Drama,270248367,6.8,105058,English, Davis Entertainment,30 June 1993 (USA),154 min,Tom Cruise,The Firm (1993) 
40000000,                    R,USA,Wolfgang Petersen,Action,85000000,7.2,84453,English, Columbia Pictures,9 July 1993 (USA),128 min,Clint Eastwood,In the Line of Fire (1993) 
15000000,                    PG,USA,Jon Turteltaub,Adventure,154856263,6.9,83496,English, Walt Disney Pictures,1 October 1993 (USA),98 min,John Candy,Cool Runnings (1993) 
28000000,                    PG,USA,Kenny Ortega,Comedy,0,6.8,79564,English, Rhythm & Hues Studios,16 July 1993 (USA),96 min,Bette Midler,Hocus Pocus (1993) 
25000000,                    PG-13,USA,Jim Abrahams,Action,133752825,6.6,77583,English, Twentieth Century Fox,21 May 1993 (USA),86 min,Charlie Sheen,Hot Shots! Part Deux (1993) 
0,                    R,France,Krzysztof Kieslowski,Drama,0,8,77218,French, MK2 Productions,8 September 1993 (France),98 min,Juliette Binoche,Three Colors: Blue (1993) 
7000000,                    R,New Zealand,Jane Campion,Drama,0,7.6,72592,English, CiBy 2000,11 February 1994 (USA),121 min,Holly Hunter,The Piano (1993) 
40000000,                    PG-13,USA,Stephen Surjik,Comedy,0,6.2,71125,English, Paramount Pictures,10 December 1993 (USA),95 min,Mike Myers,Wayne's World 2 (1993) 
0,                    PG,USA,David Mickey Evans,Comedy,0,7.8,70424,English, Twentieth Century Fox,7 April 1993 (USA),101 min,Tom Guiry,The Sandlot (1993) 
45000000,                    PG-13,USA,Alan J. Pakula,Crime,195268056,6.6,69389,English, Warner Bros.,17 December 1993 (USA),141 min,Julia Roberts,The Pelican Brief (1993) 
47000000,                    PG-13,USA,Barry Sonnenfeld,Comedy,0,6.7,68785,English, Paramount Pictures,19 November 1993 (USA),94 min,Anjelica Huston,Addams Family Values (1993) 
30000000,                    PG-13,USA,Clint Eastwood,Crime,135200000,7.5,67096,English, Warner Bros.,24 November 1993 (USA),138 min,Kevin Costner,A Perfect World (1993) 
20000000,                    PG,USA,Simon Wincer,Adventure,153698625,5.9,61902,English, Warner Bros.,16 July 1993 (USA),112 min,Jason James Richter,Free Willy (1993) 
15000000,                    PG,USA,James Ivory,Drama,0,7.9,56968,English, Columbia Pictures,19 November 1993 (USA),134 min,Anthony Hopkins,The Remains of the Day (1993) 
38000000,                    R,USA,Adrian Lyne,Drama,266600000,5.9,56406,English, Paramount Pictures,7 April 1993 (USA),117 min,Robert Redford,Indecent Proposal (1993) 
0,                    PG,USA,Jeremiah S. Chechik,Comedy,0,7.2,51417,English, Metro-Goldwyn-Mayer (MGM),23 April 1993 (USA),98 min,Johnny Depp,Benny & Joon (1993) 
0,                    PG,USA,Nick Castle,Comedy,117300000,5.6,50802,English, Warner Bros.,25 June 1993 (USA),94 min,Walter Matthau,Dennis the Menace (1993) 
0,                    PG,USA,David Anspaugh,Biography,0,7.6,49834,English, TriStar Pictures,22 October 1993 (USA),114 min,Sean Astin,Rudy (1993) 
9000000,                    R,USA,Dominic Sena,Crime,0,6.7,47221,English, PolyGram Filmed Entertainment,3 September 1993 (USA),117 min,Brad Pitt,Kalifornia (1993) 
0,                    PG,USA,Steve Barron,Comedy,0,5.3,46723,English, Paramount Pictures,23 July 1993 (USA),88 min,Dan Aykroyd,Coneheads (1993) 
30000000,                    PG,Austria,Stephen Herek,Action,0,6.4,46514,English, Walt Disney Pictures,12 November 1993 (USA),105 min,Charlie Sheen,The Three Musketeers (1993) 
3500000,                    R,USA,Albert Hughes,Crime,0,7.5,46283,English, New Line Cinema,26 May 1993 (USA),97 min,Tyrin Turner,Menace II Society (1993) 
32000000,                    R,USA,Frank Marshall,Adventure,0,7.1,45858,English, Film Andes S.A.,15 January 1993 (USA),120 min,Ethan Hawke,Alive (1993) 
28000000,                    PG-13,USA,Ivan Reitman,Comedy,0,6.8,45492,English, Warner Bros.,7 May 1993 (USA),110 min,Kevin Kline,Dave (1993) 
42000000,                    PG,UK,Annabel Jankel,Adventure,0,4,45151,English, Allied Filmmakers,28 May 1993 (USA),104 min,Bob Hoskins,Super Mario Bros. (1993) 
38000000,                    PG,USA,Bill Duke,Comedy,0,5.5,43971,English, Touchstone Pictures,10 December 1993 (USA),107 min,Whoopi Goldberg,Sister Act 2: Back in the Habit (1993) 
30000000,                    PG,USA,Martin Scorsese,Drama,0,7.2,43645,English, Columbia Pictures,1 October 1993 (USA),139 min,Daniel Day-Lewis,The Age of Innocence (1993) 
0,                    R,USA,Michael Caton-Jones,Biography,0,7.3,42214,English, Knickerbocker Films,23 April 1993 (USA),115 min,Robert De Niro,This Boy's Life (1993) 
22000000,                    PG-13,USA,Fred Dekker,Action,0,4,41992,English, Orion Pictures,5 November 1993 (USA),104 min,Robert John Burke,RoboCop 3 (1993) 
11000000,                    PG-13,UK,Kenneth Branagh,Comedy,0,7.4,41972,English, Renaissance Films,2 July 1993 (USA),111 min,Kenneth Branagh,Much Ado About Nothing (1993) 
25000000,                    R,USA,Frank Darabont,Drama,58500000,9.3,2070043,English, Castle Rock Entertainment,14 October 1994 (USA),142 min,Tim Robbins,The Shawshank Redemption (1994) 
8000000,                    R,USA,Quentin Tarantino,Crime,213928762,8.9,1618673,English, Miramax,14 October 1994 (USA),154 min,John Travolta,Pulp Fiction (1994) 
55000000,                    PG-13,USA,Robert Zemeckis,Drama,677945399,8.8,1586620,English, Paramount Pictures,6 July 1994 (USA),142 min,Tom Hanks,Forrest Gump (1994) 
0,                    R,France,Luc Besson,Action,45501238,8.6,911919,English, Gaumont,18 November 1994 (USA),110 min,Jean Reno,Léon: The Professional (1994) 
45000000,                    G,USA,Roger Allers,Animation,987483777,8.5,821833,English, Walt Disney Pictures,24 June 1994 (USA),88 min,Matthew Broderick,The Lion King (1994) 
16000000,                    PG-13,USA,Peter Farrelly,Comedy,247275374,7.3,326933,English, New Line Cinema,16 December 1994 (USA),107 min,Jim Carrey,Dumb and Dumber (1994) 
18000000,                    PG-13,USA,Chuck Russell,Comedy,351583407,6.9,311716,English, New Line Cinema,29 July 1994 (USA),101 min,Jim Carrey,The Mask (1994) 
30000000,                    R,USA,Jan de Bont,Action,350448145,7.2,299862,English, The Mark Gordon Company,10 June 1994 (USA),116 min,Keanu Reeves,Speed (1994) 
60000000,                    R,USA,Neil Jordan,Drama,223664608,7.6,272148,English, Geffen Pictures,11 November 1994 (USA),123 min,Brad Pitt,Interview with the Vampire: The Vampire Chronicles (1994) 
12000000,                    PG-13,USA,Tom Shadyac,Comedy,107217396,6.9,252853,English, Morgan Creek Entertainment,4 February 1994 (USA),86 min,Jim Carrey,Ace Ventura: Pet Detective (1994) 
115000000,                    R,USA,James Cameron,Action,378882411,7.2,217996,English, Twentieth Century Fox,15 July 1994 (USA),141 min,Arnold Schwarzenegger,True Lies (1994) 
27575,                    R,USA,Kevin Smith,Comedy,0,7.8,200408,English, View Askew Productions,9 November 1994 (France),92 min,Brian O'Halloran,Clerks (1994) 
34000000,                    R,USA,Oliver Stone,Crime,0,7.3,198583,English, Warner Bros.,26 August 1994 (USA),118 min,Woody Harrelson,Natural Born Killers (1994) 
55000000,                    PG-13,USA,Roland Emmerich,Action,196600000,7.1,164732,English, Canal+,28 October 1994 (USA),116 min,Kurt Russell,Stargate (1994) 
